854580,5,77000.0,1,0.0,23.75,23798,19500.0,19500.0,1,2,6.99,24207,28,28,12508.3,24196,19500.0,14.0,5,1,17940.0,24.0,3,3,0,30.0,20929.01,20929.01,0.0,0.0,0.0,376578.0,10.0
854582,21,50000.0,1,0.0,4.97,24040,10000.0,10000.0,2,2,11.99,24213,16,16,7666.08,24191,10000.0,10.0,10,1,6533.0,32.8,10,1,0,15.0,10980.42,10980.42,0.0,0.0,0.0,165260.0,10.0
854586,35,53266.0,1,0.0,3.09,24055,14125.0,14125.0,3,2,14.99,24191,13,13,11180.38,24191,14125.0,4.0,2,1,3734.0,95.7,15,3,0,11.0,15574.84,15574.84,0.0,0.0,0.0,124021.0,0.0
854590,5,136000.0,1,1.0,25.42,23998,20000.0,20000.0,1,2,6.49,24213,15,15,13870.05,24194,20000.0,20.0,3,1,420312.0,51.3,2,2,0,27.0,21217.52,21217.52,0.0,0.0,0.0,518072.0,7.0
854591,16,35000.0,1,0.0,24.38,24042,6000.0,6000.0,4,2,15.59,24206,3,3,3927.35,24197,6000.0,12.0,3,1,8763.0,74.3,16,3,0,24.0,7080.44,7080.44,0.0,0.0,0.0,115601.0,10.0
854592,24,85000.0,1,0.0,14.32,23949,10000.0,10000.0,2,2,11.44,24185,18,18,9769.61,24185,10000.0,17.0,3,1,18187.0,29.3,9,1,0,44.0,10422.14,10422.14,0.0,0.0,0.0,268962.0,10.0
854593,5,63000.0,1,0.0,6.4,24023,21175.0,21175.0,4,5,15.99,24201,4,4,11491.49,24201,21175.0,5.0,3,1,3822.0,49.6,17,3,0,14.0,25596.52,25596.52,0.0,0.0,137.0,42528.0,10.0
854594,23,125000.0,1,0.0,10.03,23999,25000.0,25000.0,1,2,8.19,24205,22,22,454.41,24204,25000.0,14.0,3,1,20030.0,29.7,5,2,0,24.0,27795.2133226,27795.21,0.0,0.0,0.0,188105.0,7.0
854596,21,46856.88,1,0.0,26.23,24071,11175.0,11175.0,2,6,11.99,24201,4,4,1020.34,24202,11175.0,13.0,2,1,12483.0,66.4,10,1,0,16.0,12793.0700061,12793.07,0.0,0.0,0.0,77289.0,5.0
854599,39,25000.0,1,0.0,27.17,24014,10950.0,10950.0,4,5,17.14,24185,4,4,391.17,24185,10950.0,9.0,3,1,20916.0,61.5,19,3,0,14.0,1543.83,1543.83,0.0,0.0,0.0,20916.0,0.0
854600,23,32000.0,1,0.0,14.1,23842,7500.0,7500.0,2,5,9.49,24212,5,5,4285.12,24199,7500.0,6.0,3,1,7317.0,56.3,7,1,0,25.0,8364.91000062,8364.91,0.0,0.0,0.0,7317.0,4.0
854601,5,105000.0,1,1.0,12.46,23702,12000.0,12000.0,3,2,12.99,24201,10,10,272.98,24184,12000.0,7.0,3,1,8485.0,69.0,12,2,0,12.0,3120.54,3120.54,0.0,0.0,0.0,39397.0,4.0
854603,21,127000.0,1,1.0,13.45,23952,20950.0,20950.0,3,2,14.99,24213,10,10,18699.72,24191,20950.0,14.0,3,1,16676.0,52.6,15,2,0,28.0,23665.17,23665.17,0.0,0.0,0.0,1080043.0,2.0
854604,44,142000.0,1,0.0,24.72,23796,28000.0,28000.0,1,2,6.99,24213,20,20,10876.4,24205,28000.0,13.0,3,1,64664.0,80.7,3,3,0,32.0,30747.6511463,30747.65,0.0,0.0,0.0,196007.0,2.0
854605,5,115000.0,1,0.0,18.94,23857,24000.0,24000.0,1,2,8.19,24209,10,10,6619.7,24209,24000.0,8.0,2,1,29517.0,71.5,5,2,0,16.0,26971.6388415,26971.64,0.0,0.0,0.0,293428.0,9.0
854606,36,42000.0,1,2.0,34.54,23969,16000.0,16000.0,5,2,19.24,24213,4,4,417.17,24201,16000.0,12.0,3,1,19037.0,72.9,22,2,0,18.0,8326.3,8326.3,0.0,0.0,2793.0,150977.0,7.0
854607,10,275000.0,1,0.0,1.13,23973,30000.0,30000.0,1,5,6.99,24195,30,30,30265.62,24182,30000.0,10.0,7,1,10770.0,11.0,3,3,0,29.0,30253.97,30253.97,0.0,0.0,0.0,411454.0,10.0
854608,20,55000.0,1,0.0,21.45,24031,8000.0,8000.0,3,6,14.31,24209,4,4,7199.56,24187,8000.0,7.0,3,1,3571.0,99.2,14,1,0,28.0,8559.99,8559.99,0.0,0.0,0.0,137420.0,2.0
854609,44,65000.0,1,0.0,25.79,23912,20000.0,20000.0,2,6,11.44,24213,19,19,12737.81,24194,20000.0,18.0,3,1,6423.0,13.9,9,2,0,50.0,22435.35,22435.35,0.0,0.0,0.0,61877.0,2.0
854614,48,73000.0,1,1.0,37.09,23926,19150.0,19150.0,5,2,21.99,24201,4,4,528.8,24193,19150.0,12.0,3,1,8498.0,70.8,25,1,0,46.0,8876.1,8876.1,0.0,0.0,0.0,313398.0,8.0
854616,36,60000.0,1,0.0,11.25,24001,16000.0,16000.0,3,2,12.39,24213,13,13,87.87,24205,16000.0,5.0,2,1,12868.0,89.4,11,1,0,14.0,10791.98,10791.98,26.72,0.0,0.0,121346.0,5.0
854618,6,135000.0,1,0.0,14.95,23981,35000.0,35000.0,6,2,23.99,24198,9,9,30267.81,24198,35000.0,17.0,3,1,26745.0,76.0,27,3,0,40.0,46281.4000036,46281.4,0.0,0.0,0.0,652105.0,3.0
854619,35,62000.0,1,0.0,17.54,23811,20000.0,20000.0,1,2,6.49,24213,15,15,6001.0,24208,20000.0,22.0,2,1,23275.0,32.2,2,2,0,51.0,21921.7246984,21921.72,0.0,0.0,0.0,40444.0,10.0
854621,35,57000.0,1,1.0,24.06,23984,21000.0,21000.0,4,6,16.49,24208,3,3,16971.56,24199,21000.0,13.0,3,1,8508.0,46.5,18,2,0,19.0,25727.21,25727.21,0.0,0.0,0.0,23870.0,9.0
854622,49,156000.0,1,0.0,16.1,24004,24000.0,24000.0,2,2,11.44,24202,7,7,17698.6,24202,24000.0,17.0,3,1,38955.0,79.7,9,2,0,25.0,28225.35,28225.35,0.0,0.0,0.0,406638.0,10.0
854625,49,45000.0,1,1.0,26.8,23979,7825.0,7825.0,3,2,14.99,24205,17,17,7218.47,24186,7825.0,13.0,3,1,2555.0,27.5,15,1,0,59.0,8296.83,8296.83,0.0,0.0,0.0,67222.0,10.0
854626,7,58000.0,1,0.0,20.09,23833,6000.0,6000.0,2,2,11.44,24213,8,8,6062.79,24182,6000.0,10.0,3,1,25578.0,61.5,9,1,0,17.0,6058.98,6058.98,0.0,0.0,0.0,36016.0,10.0
854628,3,40000.0,1,4.0,16.2,24123,7000.0,7000.0,3,6,13.66,24213,6,6,995.5,24208,7000.0,9.0,10,1,4128.0,38.9,13,2,0,9.0,8400.53032478,8400.53,0.0,0.0,0.0,20049.0,1.0
854629,44,81000.0,1,0.0,38.99,24028,23475.0,23475.0,4,2,15.99,24206,9,9,24066.24,24182,23475.0,22.0,3,1,35903.0,61.5,17,2,0,63.0,24045.39,24045.39,0.0,0.0,0.0,314396.0,7.0
854631,36,93921.0,1,0.0,15.81,23933,15000.0,15000.0,3,2,12.39,24210,9,9,9561.19,24209,15000.0,27.0,3,1,36627.0,35.5,11,1,0,42.0,18629.81997,18629.82,0.0,0.0,0.0,241809.0,10.0
854633,15,30000.0,1,0.0,7.4,24043,2400.0,2400.0,2,2,10.49,24213,5,5,755.15,24208,2400.0,7.0,5,1,3040.0,60.8,8,1,0,10.0,2781.75443713,2781.75,0.0,0.0,263.0,117236.0,9.0
854635,37,70000.0,1,0.0,17.04,23997,23025.0,23025.0,5,2,19.99,24194,6,6,20610.17,24194,23025.0,23.0,3,1,40473.0,72.8,23,2,0,32.0,27954.0300091,27954.03,0.0,0.0,0.0,201208.0,3.0
854637,21,200000.0,1,0.0,16.38,23955,21600.0,21600.0,3,2,13.66,24212,4,4,426.18,24209,21600.0,27.0,3,1,35584.0,71.6,13,3,0,48.0,26850.5587911,26850.56,0.0,0.0,0.0,533891.0,6.0
854638,32,37000.0,1,0.0,24.18,24047,4400.0,4400.0,1,2,7.49,24206,14,14,3774.74,24188,4400.0,11.0,3,1,9545.0,42.0,4,1,0,20.0,4594.01,4594.01,0.0,0.0,0.0,151658.0,1.0
854639,34,115000.0,1,0.0,11.08,23980,11000.0,11000.0,1,2,6.99,24211,12,12,7361.26,24194,11000.0,9.0,3,1,6543.0,14.9,3,3,0,24.0,11771.79,11771.79,0.0,0.0,0.0,59121.0,0.0
854642,4,100000.0,1,0.0,5.72,23986,35000.0,34975.0,4,2,15.99,24213,7,7,9455.52,24210,35000.0,4.0,12,1,17791.0,81.6,17,2,0,13.0,43873.6706912,43842.33,0.0,0.0,0.0,291545.0,2.0
854643,17,60000.0,1,0.0,17.46,24027,20000.0,20000.0,2,2,9.49,24207,11,11,419.94,24202,20000.0,7.0,3,1,5813.0,68.4,7,2,0,20.0,10239.08,10239.08,0.0,0.0,0.0,139507.0,1.0
854644,35,62000.0,1,0.0,15.51,23789,5000.0,5000.0,2,6,11.44,24181,5,5,5047.67,24182,5000.0,14.0,6,1,25522.0,72.5,9,2,0,27.0,5044.49,5044.49,0.0,0.0,0.0,25522.0,10.0
854645,45,90500.0,1,0.0,20.98,24040,35000.0,35000.0,3,2,12.39,24201,12,12,1169.04,24191,35000.0,10.0,3,1,39533.0,55.4,11,3,0,27.0,16585.52,16585.52,0.0,0.0,0.0,279249.0,1.0
854650,44,36000.0,1,0.0,3.8,23796,15000.0,15000.0,2,2,9.49,24213,5,5,5096.54,24207,15000.0,3.0,3,1,3695.0,60.6,7,3,0,11.0,17091.4684411,17091.47,0.0,0.0,477.0,3695.0,4.0
854651,41,140000.0,1,0.0,8.88,23824,12000.0,12000.0,1,5,6.49,24211,5,5,7993.5,24195,12000.0,19.0,3,1,27363.0,58.7,2,1,0,35.0,12772.9900007,12772.99,0.0,0.0,328.0,162215.0,10.0
854655,44,43364.0,1,1.0,16.86,24081,19075.0,19075.0,6,2,23.99,24206,6,6,14384.41,24206,19075.0,7.0,5,1,3224.0,42.4,27,2,0,10.0,27500.9150057,27500.92,0.0,0.0,0.0,24896.0,6.0
854656,32,70000.0,1,0.0,17.04,24016,15000.0,15000.0,4,2,16.49,24207,4,4,14217.0,24185,15000.0,16.0,2,1,15804.0,68.4,18,1,0,21.0,15796.26,15796.26,0.0,0.0,0.0,55661.0,1.0
854657,15,52000.0,1,0.0,16.64,23786,20000.0,20000.0,3,2,12.99,24213,21,21,14271.18,24203,20000.0,6.0,3,1,14848.0,59.4,12,3,0,23.0,24197.4805751,24197.48,0.0,0.0,0.0,159494.0,0.0
854658,46,63000.0,1,0.0,16.84,24006,11000.0,11000.0,1,2,7.49,24211,17,17,2026.66,24212,11000.0,8.0,2,1,10651.0,83.9,4,1,0,17.0,12281.1062171,12281.11,0.0,0.0,0.0,215797.0,8.0
854660,11,75000.0,1,0.0,22.48,23845,14200.0,14200.0,2,2,11.44,24213,6,6,12678.88,24187,14200.0,33.0,3,1,9111.0,65.5,9,1,0,53.0,15000.13,15000.13,0.0,0.0,670.0,238562.0,7.0
854661,24,110000.0,1,0.0,24.79,23980,6000.0,6000.0,2,2,10.49,24213,17,17,1520.19,24210,6000.0,8.0,1,1,32599.0,91.8,8,1,0,25.0,6976.40839792,6976.41,0.0,0.0,0.0,485948.0,10.0
854662,34,64000.0,1,0.0,24.85,24019,20000.0,20000.0,3,6,12.39,24204,5,5,8800.19,24203,20000.0,19.0,3,1,21460.0,63.7,11,2,0,50.0,23482.8570881,23482.86,0.0,0.0,1204.0,93914.0,2.0
854663,44,91000.0,1,1.0,37.53,24072,28000.0,28000.0,5,2,19.99,24185,10,10,28851.31,24182,28000.0,20.0,3,1,40167.0,80.5,23,2,0,70.0,28820.21,28820.21,0.0,0.0,0.0,326849.0,8.0
854664,44,56000.0,1,0.0,21.15,23981,22000.0,21950.0,4,2,15.99,24210,7,7,14895.06,24208,22000.0,15.0,3,1,31988.0,71.6,17,2,0,39.0,28798.1252865,28732.68,0.0,0.0,0.0,204723.0,9.0
854665,16,22080.0,1,0.0,33.32,24031,9600.0,9600.0,2,5,10.49,24203,10,10,4715.58,24202,9600.0,5.0,3,1,14085.0,92.1,8,3,0,13.0,10949.5900036,10949.59,0.0,0.0,0.0,16101.0,0.0
854666,6,75000.0,1,0.0,27.54,23924,18000.0,18000.0,2,2,11.99,24213,7,7,13411.84,24193,18000.0,12.0,3,1,1985.0,27.6,10,1,0,34.0,19975.43,19975.43,0.0,0.0,0.0,258834.0,10.0
854669,24,85000.0,1,0.0,27.65,23984,35000.0,35000.0,4,2,16.49,24201,4,4,860.28,24197,35000.0,21.0,3,1,50114.0,83.7,18,3,0,46.0,20023.91,20023.91,0.0,0.0,0.0,291970.0,5.0
854670,49,80000.0,1,0.0,8.91,24099,21000.0,21000.0,3,2,14.31,24202,10,10,15838.12,24202,21000.0,13.0,5,1,15110.0,70.0,14,2,0,33.0,25645.13,25645.13,0.0,0.0,0.0,93888.0,7.0
854671,4,65000.0,1,0.0,20.27,23997,12000.0,12000.0,2,6,11.44,24209,7,7,395.37,24204,12000.0,18.0,3,1,17937.0,46.2,9,1,0,27.0,9085.88,9085.88,0.0,0.0,0.0,41144.0,3.0
854672,35,190000.0,1,0.0,7.15,23971,30000.0,30000.0,3,5,13.66,24201,11,11,1020.39,24187,30000.0,7.0,2,1,6270.0,87.1,13,2,0,8.0,10116.93,10116.93,0.0,0.0,0.0,48686.0,4.0
854673,5,42252.0,1,0.0,21.44,24042,17700.0,17700.0,4,6,15.59,24205,4,4,618.71,24197,17700.0,18.0,2,1,19977.0,88.8,16,1,0,37.0,11529.66,11529.66,0.0,0.0,0.0,19977.0,8.0
854674,24,102800.0,1,0.0,16.55,23993,28000.0,28000.0,2,2,11.99,24213,12,12,22895.84,24197,28000.0,18.0,3,1,22164.0,35.3,10,3,0,24.0,32217.84,32217.84,0.0,0.0,0.0,203987.0,10.0
854675,5,32000.0,1,0.0,11.82,24076,12075.0,12075.0,7,2,25.89,24213,3,3,11369.84,24191,12075.0,13.0,3,1,14688.0,49.6,33,2,0,16.0,14599.22,14599.22,0.0,0.0,0.0,123613.0,1.0
854676,24,65000.0,1,0.0,14.68,24032,25000.0,25000.0,3,2,14.99,24213,16,16,24040.5,24186,25000.0,19.0,5,1,11670.0,24.2,15,3,0,43.0,26992.78,26992.78,0.0,0.0,0.0,296235.0,1.0
854677,50,53400.0,1,0.0,28.26,23972,13150.0,13150.0,5,2,18.54,24213,4,4,337.8,24199,13150.0,14.0,2,1,17074.0,57.1,21,3,0,40.0,6155.56,6155.56,0.0,0.0,390.0,36621.0,10.0
854678,19,105000.0,1,0.0,11.93,23991,16000.0,16000.0,1,2,6.49,24188,21,21,13660.14,24188,16000.0,14.0,3,1,19134.0,26.2,2,1,0,32.0,16590.52,16590.52,0.0,0.0,0.0,294943.0,8.0
854679,41,43000.0,1,0.0,26.63,23966,16000.0,16000.0,3,6,13.66,24213,8,8,369.48,24207,16000.0,9.0,2,1,16055.0,53.5,13,2,0,16.0,9582.2,9582.2,0.0,0.0,0.0,29058.0,10.0
854684,5,100000.0,1,0.0,10.68,24027,3600.0,3600.0,2,2,8.67,24194,12,12,1899.54,24194,3600.0,8.0,5,1,2236.0,9.6,6,1,0,14.0,3878.9,3878.9,0.0,0.0,249.0,209583.0,5.0
854685,6,44200.0,1,0.0,11.14,24011,20000.0,20000.0,4,2,15.59,24199,6,6,16049.57,24199,20000.0,8.0,3,1,11753.0,71.7,16,2,0,12.0,24209.27,24209.27,0.0,0.0,31.0,98690.0,5.0
854686,36,75000.0,1,0.0,30.78,24042,35000.0,35000.0,5,5,20.99,24203,5,5,27402.31,24203,35000.0,15.0,3,1,33160.0,61.6,24,3,0,34.0,47241.7753799,47241.78,0.0,0.0,0.0,240409.0,10.0
854687,48,60000.0,1,0.0,13.76,24034,16000.0,15900.0,1,2,8.19,24213,6,6,3929.63,24209,16000.0,16.0,3,1,16181.0,53.8,5,1,0,39.0,18000.4742031,17887.97,0.0,0.0,0.0,172990.0,10.0
854689,5,27000.0,1,0.0,10.4,24006,8000.0,8000.0,2,6,11.99,24195,14,14,7346.39,24186,8000.0,7.0,3,1,8500.0,48.3,10,1,0,11.0,8403.78,8403.78,0.0,0.0,0.0,8500.0,2.0
854690,44,400000.0,1,0.0,10.37,23981,35000.0,35000.0,5,2,18.54,24182,22,22,35738.06,24182,35000.0,7.0,3,1,449994.0,40.9,21,2,0,18.0,35702.01,35702.01,0.0,0.0,0.0,565000.0,10.0
854692,5,130000.0,1,1.0,12.39,23935,21000.0,21000.0,1,2,7.49,24184,3,3,20149.9,24183,21000.0,10.0,2,1,43815.0,79.0,4,2,0,30.0,21447.44,21447.44,0.0,0.0,0.0,576073.0,9.0
854693,23,37000.0,1,0.0,22.02,24049,4000.0,4000.0,3,6,13.66,24199,23,23,3587.66,24186,4000.0,16.0,2,1,5358.0,24.7,13,1,0,23.0,4264.92,4264.92,0.0,0.0,0.0,24494.0,10.0
854697,35,30000.0,1,0.0,22.2,24102,4275.0,4275.0,6,6,22.99,24213,5,5,165.47,24185,4275.0,4.0,3,1,1538.0,66.9,26,3,0,8.0,656.42,656.42,0.0,0.0,0.0,17771.0,3.0
854700,5,143000.0,1,0.0,11.56,23798,35000.0,34950.0,4,2,15.99,24213,6,6,28436.76,24199,35000.0,12.0,3,1,52362.0,92.0,17,2,0,30.0,42871.8200083,42810.57,0.0,0.0,0.0,527544.0,3.0
854701,5,80000.0,1,0.0,31.08,24084,21600.0,21600.0,4,6,17.14,24205,10,10,538.45,24194,21600.0,20.0,3,1,7763.0,22.3,19,3,0,34.0,6958.71,6958.71,0.0,0.0,0.0,80462.0,10.0
854702,49,83500.0,1,1.0,12.17,24005,15000.0,15000.0,3,2,14.31,24207,7,7,12666.08,24196,15000.0,9.0,2,1,5701.0,58.8,14,1,0,33.0,17574.32,17574.32,0.0,0.0,0.0,236837.0,2.0
854703,5,45000.0,1,1.0,10.77,23986,6325.0,6325.0,2,2,11.44,24212,9,9,5479.94,24188,6325.0,9.0,3,1,7058.0,72.8,9,1,0,24.0,6726.32,6726.32,0.0,0.0,0.0,292985.0,7.0
854704,10,52000.0,1,0.0,21.95,24057,23875.0,23875.0,4,6,15.59,24213,11,11,17363.75,24194,23875.0,18.0,3,1,19566.0,49.7,16,3,0,26.0,27357.67,27357.67,0.0,0.0,0.0,34545.0,1.0
854706,5,25920.0,1,0.0,25.42,24055,7200.0,7200.0,3,6,13.66,24210,8,8,1657.14,24211,7200.0,5.0,2,1,4619.0,94.3,13,2,0,17.0,8753.78398965,8753.78,0.0,0.0,0.0,29737.0,1.0
854707,5,92000.0,1,0.0,10.5,24049,15000.0,15000.0,2,2,9.49,24213,9,9,5535.83,24206,15000.0,22.0,2,1,15959.0,33.0,7,2,0,29.0,17058.2390887,17058.24,0.0,0.0,413.0,219013.0,10.0
854708,44,68000.0,1,0.0,14.24,24018,28000.0,28000.0,4,2,15.99,24205,7,7,680.76,24197,28000.0,9.0,3,1,17216.0,49.9,17,2,0,36.0,10970.77,10970.77,0.0,0.0,0.0,124534.0,2.0
854709,23,120000.0,1,0.0,17.27,24068,12000.0,12000.0,4,5,16.49,24213,6,6,424.8,24208,12000.0,22.0,3,1,25693.0,49.6,18,3,0,35.0,11458.61,11458.61,0.0,0.0,0.0,79015.0,2.0
854710,10,98000.0,1,2.0,11.72,24020,15000.0,15000.0,1,5,8.19,24212,10,10,8021.28,24200,15000.0,28.0,3,1,4045.0,18.5,5,2,0,54.0,16499.12,16499.12,0.0,0.0,0.0,153584.0,7.0
854712,24,35000.0,1,0.0,22.98,23874,8250.0,8250.0,4,6,17.14,24205,19,19,294.72,24199,8250.0,8.0,3,1,8073.0,51.1,19,1,0,9.0,5591.82,5591.82,0.0,0.0,0.0,49364.0,7.0
854713,39,135000.0,1,0.0,13.86,23984,8000.0,8000.0,2,2,8.67,24213,15,15,7693.14,24183,8000.0,12.0,2,1,51049.0,53.5,6,2,0,29.0,8195.65,8195.65,0.0,0.0,0.0,440339.0,1.0
854714,6,75000.0,1,0.0,9.25,24023,13000.0,13000.0,1,2,6.03,24194,12,12,12429.81,24183,13000.0,11.0,2,1,2246.0,9.8,1,1,0,37.0,13216.79,13216.79,0.0,0.0,0.0,127640.0,10.0
854715,24,140000.0,1,0.0,6.37,23912,28000.0,28000.0,1,2,8.19,24213,14,14,21076.08,24192,28000.0,5.0,3,1,34718.0,46.3,5,3,0,16.0,29862.14,29862.14,0.0,0.0,0.0,34718.0,10.0
854716,5,65000.0,1,0.0,26.94,23992,15000.0,15000.0,1,6,8.19,24210,17,17,6323.8,24204,15000.0,15.0,2,1,18913.0,38.2,5,2,0,18.0,16687.123546,16687.12,0.0,0.0,0.0,45015.0,2.0
854717,10,60000.0,1,0.0,12.56,24029,19675.0,19675.0,2,2,11.44,24201,13,13,10844.73,24200,19675.0,9.0,3,1,7218.0,30.3,9,2,0,15.0,22552.1,22552.1,0.0,0.0,0.0,157561.0,4.0
854718,11,50000.0,1,0.0,20.88,24001,7000.0,7000.0,2,2,10.49,24181,9,9,7044.88,24181,7000.0,11.0,2,1,29778.0,49.9,8,1,0,24.0,7040.8,7040.8,0.0,0.0,917.0,94146.0,10.0
854721,5,80000.0,1,0.0,11.87,24077,16000.0,16000.0,3,2,13.66,24210,4,4,369.48,24199,16000.0,6.0,5,1,1113.0,12.6,13,2,0,11.0,6638.5,6638.5,0.0,0.0,201.0,38856.0,10.0
854722,48,52000.0,1,0.0,30.86,23920,12000.0,12000.0,3,2,14.99,24213,4,4,7002.41,24213,12000.0,10.0,3,1,7155.0,69.5,15,1,0,42.0,15840.4355148,15840.44,0.0,0.0,0.0,312800.0,3.0
854723,5,36000.0,1,1.0,28.16,24031,18000.0,18000.0,5,6,19.99,24201,8,8,668.86,24193,18000.0,13.0,3,1,7962.0,25.6,23,3,0,32.0,8383.8,8383.8,0.0,0.0,0.0,36336.0,8.0
854724,44,56600.0,1,1.0,33.42,23973,10000.0,10000.0,2,5,11.44,24208,14,14,3177.83,24208,10000.0,11.0,3,1,8544.0,23.9,9,3,0,24.0,11737.946275,11737.95,0.0,0.0,0.0,55683.0,7.0
854726,43,46300.0,1,0.0,13.37,24102,8400.0,8400.0,3,6,14.31,24203,5,5,1831.71,24197,8400.0,7.0,3,1,796.0,9.7,14,3,0,12.0,9650.43000182,9650.43,0.0,0.0,2876.0,12572.0,3.0
854727,35,85000.0,1,0.0,16.17,23993,21000.0,21000.0,2,2,10.49,24210,10,10,5320.82,24210,21000.0,5.0,3,1,22154.0,82.4,8,2,0,24.0,24417.1124661,24417.11,0.0,0.0,0.0,45880.0,10.0
